"Laikotarpis","Rodiklis","Statinių pagal tipą klasifikatorius (CC) (gyvenamieji pastatai, vieno ir dviejų butų pastatai)","Kambarių skaičius","Administracinė teritorija","Matavimo vienetai","Reikšmė"
"2022","Pradėtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","tūkst. m²","5.5"
"2022","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","tūkst. m²","9.6"
"2022","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","tūkst. m²","9.3"
"2022","Baigtų statyti būstų skaičius","","Iš viso pastatytų butų","Plungės r. sav.","vnt.","75"
"2022","Baigtų statyti būstų skaičius","","1 kambario","Plungės r. sav.","vnt.",
"2022","Baigtų statyti būstų skaičius","","2 kambarių","Plungės r. sav.","vnt.","1"
"2022","Baigtų statyti būstų skaičius","","3 kambarių","Plungės r. sav.","vnt.","10"
"2022","Baigtų statyti būstų skaičius","","4 kambarių","Plungės r. sav.","vnt.","42"
"2022","Baigtų statyti būstų skaičius","","5 kambarių","Plungės r. sav.","vnt.","15"
"2022","Baigtų statyti būstų skaičius","","6 ir daugiau kambarių","Plungės r. sav.","vnt.","7"
"2021","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","76"
"2021","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","70"
"2021","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","tūkst. m²","9.1"
"2021","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","tūkst. m²","8.6"
"2021","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","64"
"2021","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","62"
"2021","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","72"
"2021","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","70"
"2021","Pradėtų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","54"
"2021","Pradėtų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","54"
"2021","Pradėtų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","55"
"2021","Pradėtų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","54"
"2021","Pradėtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","tūkst. m²","7.2"
"2021","Pradėtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","tūkst. m²","7.2"
"2021","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","tūkst. m²","6.4"
"2021","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","tūkst. m²","6.4"
"2021","Baigtų statyti būstų skaičius","","Iš viso pastatytų butų","Plungės r. sav.","vnt.","43"
"2021","Baigtų statyti būstų skaičius","","1 kambario","Plungės r. sav.","vnt.","1"
"2021","Baigtų statyti būstų skaičius","","2 kambarių","Plungės r. sav.","vnt.","2"
"2021","Baigtų statyti būstų skaičius","","3 kambarių","Plungės r. sav.","vnt.","1"
"2021","Baigtų statyti būstų skaičius","","4 kambarių","Plungės r. sav.","vnt.","18"
"2021","Baigtų statyti būstų skaičius","","5 kambarių","Plungės r. sav.","vnt.","13"
"2021","Baigtų statyti būstų skaičius","","6 ir daugiau kambarių","Plungės r. sav.","vnt.","8"
"2020","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","90"
"2020","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","90"
"2020","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","tūkst. m²","12.7"
"2020","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","tūkst. m²","12.7"
"2020","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","80"
"2020","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","79"
"2020","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","91"
"2020","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","90"
"2020","Pradėtų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","42"
"2020","Pradėtų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","42"
"2020","Pradėtų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","42"
"2020","Pradėtų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","42"
"2020","Pradėtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","tūkst. m²","6.0"
"2020","Pradėtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","tūkst. m²","6.0"
"2020","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","tūkst. m²","8.0"
"2020","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","tūkst. m²","8.0"
"2020","Baigtų statyti būstų skaičius","","Iš viso pastatytų butų","Plungės r. sav.","vnt.","55"
"2020","Baigtų statyti būstų skaičius","","1 kambario","Plungės r. sav.","vnt.",
"2020","Baigtų statyti būstų skaičius","","2 kambarių","Plungės r. sav.","vnt.",
"2020","Baigtų statyti būstų skaičius","","3 kambarių","Plungės r. sav.","vnt.","2"
"2020","Baigtų statyti būstų skaičius","","4 kambarių","Plungės r. sav.","vnt.","18"
"2020","Baigtų statyti būstų skaičius","","5 kambarių","Plungės r. sav.","vnt.","21"
"2020","Baigtų statyti būstų skaičius","","6 ir daugiau kambarių","Plungės r. sav.","vnt.","14"
"2019","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","51"
"2019","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","51"
"2019","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","tūkst. m²","7.3"
"2019","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","tūkst. m²","7.3"
"2019","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","49"
"2019","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","49"
"2019","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","51"
"2019","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","51"
"2019","Pradėtų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","34"
"2019","Pradėtų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","34"
"2019","Pradėtų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","34"
"2019","Pradėtų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","34"
"2019","Pradėtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","tūkst. m²","4.9"
"2019","Pradėtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","tūkst. m²","4.9"
"2019","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","tūkst. m²","5.3"
"2019","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","tūkst. m²","5.3"
"2019","Baigtų statyti būstų skaičius","","Iš viso pastatytų butų","Plungės r. sav.","vnt.","35"
"2019","Baigtų statyti būstų skaičius","","1 kambario","Plungės r. sav.","vnt.",
"2019","Baigtų statyti būstų skaičius","","2 kambarių","Plungės r. sav.","vnt.",
"2019","Baigtų statyti būstų skaičius","","3 kambarių","Plungės r. sav.","vnt.","3"
"2019","Baigtų statyti būstų skaičius","","4 kambarių","Plungės r. sav.","vnt.","11"
"2019","Baigtų statyti būstų skaičius","","5 kambarių","Plungės r. sav.","vnt.","12"
"2019","Baigtų statyti būstų skaičius","","6 ir daugiau kambarių","Plungės r. sav.","vnt.","9"
"2018","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","55"
"2018","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","55"
"2018","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","tūkst. m²","8.2"
"2018","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","tūkst. m²","8.2"
"2018","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","55"
"2018","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","55"
"2018","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","55"
"2018","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","55"
"2018","Pradėtų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","48"
"2018","Pradėtų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","38"
"2018","Pradėtų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","39"
"2018","Pradėtų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","38"
"2018","Pradėtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","tūkst. m²","6.0"
"2018","Pradėtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","tūkst. m²","5.4"
"2018","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","tūkst. m²","8.6"
"2018","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","tūkst. m²","7.3"
"2018","Baigtų statyti būstų skaičius","","Iš viso pastatytų butų","Plungės r. sav.","vnt.","74"
"2018","Baigtų statyti būstų skaičius","","1 kambario","Plungės r. sav.","vnt.","2"
"2018","Baigtų statyti būstų skaičius","","2 kambarių","Plungės r. sav.","vnt.","11"
"2018","Baigtų statyti būstų skaičius","","3 kambarių","Plungės r. sav.","vnt.","14"
"2018","Baigtų statyti būstų skaičius","","4 kambarių","Plungės r. sav.","vnt.","16"
"2018","Baigtų statyti būstų skaičius","","5 kambarių","Plungės r. sav.","vnt.","21"
"2018","Baigtų statyti būstų skaičius","","6 ir daugiau kambarių","Plungės r. sav.","vnt.","10"
"2017","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","42"
"2017","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","42"
"2017","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","tūkst. m²","5.8"
"2017","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","tūkst. m²","5.8"
"2017","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","42"
"2017","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","42"
"2017","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","42"
"2017","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","42"
"2017","Pradėtų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","38"
"2017","Pradėtų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","38"
"2017","Pradėtų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","37"
"2017","Pradėtų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","37"
"2017","Pradėtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","tūkst. m²","5.8"
"2017","Pradėtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","tūkst. m²","5.8"
"2017","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","tūkst. m²","6.3"
"2017","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","tūkst. m²","6.3"
"2017","Baigtų statyti būstų skaičius","","Iš viso pastatytų butų","Plungės r. sav.","vnt.","41"
"2017","Baigtų statyti būstų skaičius","","1 kambario","Plungės r. sav.","vnt.",
"2017","Baigtų statyti būstų skaičius","","2 kambarių","Plungės r. sav.","vnt.",
"2017","Baigtų statyti būstų skaičius","","3 kambarių","Plungės r. sav.","vnt.",
"2017","Baigtų statyti būstų skaičius","","4 kambarių","Plungės r. sav.","vnt.","15"
"2017","Baigtų statyti būstų skaičius","","5 kambarių","Plungės r. sav.","vnt.","11"
"2017","Baigtų statyti būstų skaičius","","6 ir daugiau kambarių","Plungės r. sav.","vnt.","15"
"2016","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","68"
"2016","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","56"
"2016","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","tūkst. m²","9.8"
"2016","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","tūkst. m²","9.2"
"2016","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","57"
"2016","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","56"
"2016","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","57"
"2016","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","56"
"2016","Pradėtų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","107"
"2016","Pradėtų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","95"
"2016","Pradėtų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","96"
"2016","Pradėtų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","95"
"2016","Pradėtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","tūkst. m²","15.6"
"2016","Pradėtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","tūkst. m²","15.0"
"2016","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","tūkst. m²","18.4"
"2016","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","tūkst. m²","18.4"
"2016","Baigtų statyti būstų skaičius","","Iš viso pastatytų butų","Plungės r. sav.","vnt.","122"
"2016","Baigtų statyti būstų skaičius","","1 kambario","Plungės r. sav.","vnt.","1"
"2016","Baigtų statyti būstų skaičius","","2 kambarių","Plungės r. sav.","vnt.","1"
"2016","Baigtų statyti būstų skaičius","","3 kambarių","Plungės r. sav.","vnt.","11"
"2016","Baigtų statyti būstų skaičius","","4 kambarių","Plungės r. sav.","vnt.","19"
"2016","Baigtų statyti būstų skaičius","","5 kambarių","Plungės r. sav.","vnt.","35"
"2016","Baigtų statyti būstų skaičius","","6 ir daugiau kambarių","Plungės r. sav.","vnt.","55"
"2015","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","52"
"2015","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","52"
"2015","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","tūkst. m²","8.2"
"2015","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","tūkst. m²","8.2"
"2015","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","49"
"2015","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","49"
"2015","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","49"
"2015","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","49"
"2015","Pradėtų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","42"
"2015","Pradėtų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","42"
"2015","Pradėtų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","42"
"2015","Pradėtų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","42"
"2015","Pradėtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","tūkst. m²","6.5"
"2015","Pradėtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","tūkst. m²","6.5"
"2015","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","tūkst. m²","17.2"
"2015","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","tūkst. m²","17.2"
"2015","Baigtų statyti būstų skaičius","","Iš viso pastatytų butų","Plungės r. sav.","vnt.","109"
"2015","Baigtų statyti būstų skaičius","","1 kambario","Plungės r. sav.","vnt.",
"2015","Baigtų statyti būstų skaičius","","2 kambarių","Plungės r. sav.","vnt.","1"
"2015","Baigtų statyti būstų skaičius","","3 kambarių","Plungės r. sav.","vnt.","11"
"2015","Baigtų statyti būstų skaičius","","4 kambarių","Plungės r. sav.","vnt.","20"
"2015","Baigtų statyti būstų skaičius","","5 kambarių","Plungės r. sav.","vnt.","40"
"2015","Baigtų statyti būstų skaičius","","6 ir daugiau kambarių","Plungės r. sav.","vnt.","37"
"2014","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","58"
"2014","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","58"
"2014","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","tūkst. m²","8.7"
"2014","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","tūkst. m²","8.7"
"2014","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","56"
"2014","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","56"
"2014","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","56"
"2014","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","56"
"2014","Pradėtų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","50"
"2014","Pradėtų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","50"
"2014","Pradėtų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","50"
"2014","Pradėtų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","50"
"2014","Pradėtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","tūkst. m²","6.9"
"2014","Pradėtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","tūkst. m²","6.9"
"2014","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","tūkst. m²","4.0"
"2014","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","tūkst. m²","4.0"
"2014","Baigtų statyti būstų skaičius","","Iš viso pastatytų butų","Plungės r. sav.","vnt.","29"
"2014","Baigtų statyti būstų skaičius","","1 kambario","Plungės r. sav.","vnt.","2"
"2014","Baigtų statyti būstų skaičius","","2 kambarių","Plungės r. sav.","vnt.",
"2014","Baigtų statyti būstų skaičius","","3 kambarių","Plungės r. sav.","vnt.","6"
"2014","Baigtų statyti būstų skaičius","","4 kambarių","Plungės r. sav.","vnt.","7"
"2014","Baigtų statyti būstų skaičius","","5 kambarių","Plungės r. sav.","vnt.","7"
"2014","Baigtų statyti būstų skaičius","","6 ir daugiau kambarių","Plungės r. sav.","vnt.","7"
"2013","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","68"
"2013","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","68"
"2013","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","tūkst. m²","11.2"
"2013","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","tūkst. m²","11.2"
"2013","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","67"
"2013","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","66"
"2013","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","68"
"2013","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","67"
"2013","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","tūkst. m²","6.0"
"2013","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","tūkst. m²","6.0"
"2013","Baigtų statyti būstų skaičius","","Iš viso pastatytų butų","Plungės r. sav.","vnt.","34"
"2013","Baigtų statyti būstų skaičius","","1 kambario","Plungės r. sav.","vnt.",
"2013","Baigtų statyti būstų skaičius","","2 kambarių","Plungės r. sav.","vnt.","1"
"2013","Baigtų statyti būstų skaičius","","3 kambarių","Plungės r. sav.","vnt.","4"
"2013","Baigtų statyti būstų skaičius","","4 kambarių","Plungės r. sav.","vnt.","8"
"2013","Baigtų statyti būstų skaičius","","5 kambarių","Plungės r. sav.","vnt.","9"
"2013","Baigtų statyti būstų skaičius","","6 ir daugiau kambarių","Plungės r. sav.","vnt.","12"
"2012","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","46"
"2012","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","46"
"2012","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","tūkst. m²","7.3"
"2012","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","tūkst. m²","7.3"
"2012","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","46"
"2012","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","45"
"2012","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","46"
"2012","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","45"
"2012","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","tūkst. m²","2.1"
"2012","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","tūkst. m²","2.1"
"2012","Baigtų statyti būstų skaičius","","Iš viso pastatytų butų","Plungės r. sav.","vnt.","15"
"2012","Baigtų statyti būstų skaičius","","1 kambario","Plungės r. sav.","vnt.",
"2012","Baigtų statyti būstų skaičius","","2 kambarių","Plungės r. sav.","vnt.",
"2012","Baigtų statyti būstų skaičius","","3 kambarių","Plungės r. sav.","vnt.","3"
"2012","Baigtų statyti būstų skaičius","","4 kambarių","Plungės r. sav.","vnt.","8"
"2012","Baigtų statyti būstų skaičius","","5 kambarių","Plungės r. sav.","vnt.","2"
"2012","Baigtų statyti būstų skaičius","","6 ir daugiau kambarių","Plungės r. sav.","vnt.","2"
"2011","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","52"
"2011","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","vnt.","52"
"2011","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","tūkst. m²","8.4"
"2011","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Plungės r. sav.","tūkst. m²","8.4"
"2011","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Plungės r. sav.","vnt.","52"
