"Laikotarpis","Rodiklis","Statinių pagal tipą klasifikatorius (CC) (gyvenamieji pastatai, vieno ir dviejų butų pastatai)","Kambarių skaičius","Administracinė teritorija","Matavimo vienetai","Reikšmė"
"2013","Baigtų statyti būstų skaičius","","4 kambarių","Jonavos r. sav.","vnt.","4"
"2013","Baigtų statyti būstų skaičius","","5 kambarių","Jonavos r. sav.","vnt.","4"
"2013","Baigtų statyti būstų skaičius","","6 ir daugiau kambarių","Jonavos r. sav.","vnt.","2"
"2012","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","vnt.","84"
"2012","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","vnt.","84"
"2012","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","tūkst. m²","12.8"
"2012","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","tūkst. m²","12.8"
"2012","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","vnt.","81"
"2012","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","vnt.","81"
"2012","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","vnt.","82"
"2012","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","vnt.","82"
"2012","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","tūkst. m²","3.0"
"2012","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","tūkst. m²","3.0"
"2012","Baigtų statyti būstų skaičius","","Iš viso pastatytų butų","Jonavos r. sav.","vnt.","21"
"2012","Baigtų statyti būstų skaičius","","1 kambario","Jonavos r. sav.","vnt.",
"2012","Baigtų statyti būstų skaičius","","2 kambarių","Jonavos r. sav.","vnt.",
"2012","Baigtų statyti būstų skaičius","","3 kambarių","Jonavos r. sav.","vnt.","3"
"2012","Baigtų statyti būstų skaičius","","4 kambarių","Jonavos r. sav.","vnt.","8"
"2012","Baigtų statyti būstų skaičius","","5 kambarių","Jonavos r. sav.","vnt.","6"
"2012","Baigtų statyti būstų skaičius","","6 ir daugiau kambarių","Jonavos r. sav.","vnt.","4"
"2011","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","vnt.","51"
"2011","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","vnt.","51"
"2011","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","tūkst. m²","7.8"
"2011","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","tūkst. m²","7.8"
"2011","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","vnt.","51"
"2011","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","vnt.","51"
"2011","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","vnt.","51"
"2011","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","vnt.","51"
"2011","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","tūkst. m²","3.7"
"2011","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","tūkst. m²","3.7"
"2011","Baigtų statyti būstų skaičius","","Iš viso pastatytų butų","Jonavos r. sav.","vnt.","25"
"2011","Baigtų statyti būstų skaičius","","1 kambario","Jonavos r. sav.","vnt.",
"2011","Baigtų statyti būstų skaičius","","2 kambarių","Jonavos r. sav.","vnt.","2"
"2011","Baigtų statyti būstų skaičius","","3 kambarių","Jonavos r. sav.","vnt.","5"
"2011","Baigtų statyti būstų skaičius","","4 kambarių","Jonavos r. sav.","vnt.","7"
"2011","Baigtų statyti būstų skaičius","","5 kambarių","Jonavos r. sav.","vnt.","6"
"2011","Baigtų statyti būstų skaičius","","6 ir daugiau kambarių","Jonavos r. sav.","vnt.","5"
"2010","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","vnt.","51"
"2010","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","vnt.","51"
"2010","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","tūkst. m²","8.3"
"2010","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","tūkst. m²","8.3"
"2010","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","vnt.","50"
"2010","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","vnt.","50"
"2010","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","vnt.","50"
"2010","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","vnt.","50"
"2010","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","tūkst. m²","3.2"
"2010","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","tūkst. m²","3.2"
"2010","Baigtų statyti būstų skaičius","","Iš viso pastatytų butų","Jonavos r. sav.","vnt.","22"
"2010","Baigtų statyti būstų skaičius","","1 kambario","Jonavos r. sav.","vnt.",
"2010","Baigtų statyti būstų skaičius","","2 kambarių","Jonavos r. sav.","vnt.",
"2010","Baigtų statyti būstų skaičius","","3 kambarių","Jonavos r. sav.","vnt.","7"
"2010","Baigtų statyti būstų skaičius","","4 kambarių","Jonavos r. sav.","vnt.","6"
"2010","Baigtų statyti būstų skaičius","","5 kambarių","Jonavos r. sav.","vnt.","7"
"2010","Baigtų statyti būstų skaičius","","6 ir daugiau kambarių","Jonavos r. sav.","vnt.","2"
"2009","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","vnt.","52"
"2009","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","vnt.","52"
"2009","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","tūkst. m²","8.6"
"2009","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","tūkst. m²","8.6"
"2009","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","vnt.","52"
"2009","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","vnt.","52"
"2009","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","vnt.","52"
"2009","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","vnt.","52"
"2009","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","tūkst. m²","6.7"
"2009","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","tūkst. m²","4.9"
"2009","Baigtų statyti būstų skaičius","","Iš viso pastatytų butų","Jonavos r. sav.","vnt.","60"
"2009","Baigtų statyti būstų skaičius","","1 kambario","Jonavos r. sav.","vnt.","2"
"2009","Baigtų statyti būstų skaičius","","2 kambarių","Jonavos r. sav.","vnt.","28"
"2009","Baigtų statyti būstų skaičius","","3 kambarių","Jonavos r. sav.","vnt.","2"
"2009","Baigtų statyti būstų skaičius","","4 kambarių","Jonavos r. sav.","vnt.","10"
"2009","Baigtų statyti būstų skaičius","","5 kambarių","Jonavos r. sav.","vnt.","9"
"2009","Baigtų statyti būstų skaičius","","6 ir daugiau kambarių","Jonavos r. sav.","vnt.","9"
"2008","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","vnt.","205"
"2008","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","vnt.","103"
"2008","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","tūkst. m²","23.3"
"2008","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","tūkst. m²","17.4"
"2008","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","vnt.","104"
"2008","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","vnt.","102"
"2008","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","vnt.","104"
"2008","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","vnt.","102"
"2008","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","tūkst. m²","3.5"
"2008","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","tūkst. m²","3.5"
"2008","Baigtų statyti būstų skaičius","","Iš viso pastatytų butų","Jonavos r. sav.","vnt.","23"
"2008","Baigtų statyti būstų skaičius","","1 kambario","Jonavos r. sav.","vnt.","1"
"2008","Baigtų statyti būstų skaičius","","2 kambarių","Jonavos r. sav.","vnt.","1"
"2008","Baigtų statyti būstų skaičius","","3 kambarių","Jonavos r. sav.","vnt.","2"
"2008","Baigtų statyti būstų skaičius","","4 kambarių","Jonavos r. sav.","vnt.","9"
"2008","Baigtų statyti būstų skaičius","","5 kambarių","Jonavos r. sav.","vnt.","6"
"2008","Baigtų statyti būstų skaičius","","6 ir daugiau kambarių","Jonavos r. sav.","vnt.","4"
"2007","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","vnt.","116"
"2007","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","vnt.","108"
"2007","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","tūkst. m²","18.5"
"2007","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","tūkst. m²","17.1"
"2007","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","vnt.","109"
"2007","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","vnt.","108"
"2007","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","vnt.","109"
"2007","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","vnt.","108"
"2007","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","tūkst. m²","4.5"
"2007","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","tūkst. m²","4.5"
"2007","Baigtų statyti būstų skaičius","","Iš viso pastatytų butų","Jonavos r. sav.","vnt.","33"
"2007","Baigtų statyti būstų skaičius","","1 kambario","Jonavos r. sav.","vnt.",
"2007","Baigtų statyti būstų skaičius","","2 kambarių","Jonavos r. sav.","vnt.","2"
"2007","Baigtų statyti būstų skaičius","","3 kambarių","Jonavos r. sav.","vnt.","12"
"2007","Baigtų statyti būstų skaičius","","4 kambarių","Jonavos r. sav.","vnt.","17"
"2007","Baigtų statyti būstų skaičius","","5 kambarių","Jonavos r. sav.","vnt.","2"
"2007","Baigtų statyti būstų skaičius","","6 ir daugiau kambarių","Jonavos r. sav.","vnt.",
"2006","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","vnt.","46"
"2006","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","vnt.","46"
"2006","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","tūkst. m²","6.9"
"2006","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","tūkst. m²","6.9"
"2006","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","vnt.","46"
"2006","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","vnt.","46"
"2006","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","vnt.","46"
"2006","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","vnt.","46"
"2006","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","tūkst. m²","5.3"
"2006","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","tūkst. m²","5.3"
"2006","Baigtų statyti būstų skaičius","","Iš viso pastatytų butų","Jonavos r. sav.","vnt.","38"
"2006","Baigtų statyti būstų skaičius","","1 kambario","Jonavos r. sav.","vnt.","1"
"2006","Baigtų statyti būstų skaičius","","2 kambarių","Jonavos r. sav.","vnt.","3"
"2006","Baigtų statyti būstų skaičius","","3 kambarių","Jonavos r. sav.","vnt.","6"
"2006","Baigtų statyti būstų skaičius","","4 kambarių","Jonavos r. sav.","vnt.","9"
"2006","Baigtų statyti būstų skaičius","","5 kambarių","Jonavos r. sav.","vnt.","11"
"2006","Baigtų statyti būstų skaičius","","6 ir daugiau kambarių","Jonavos r. sav.","vnt.","8"
"2005","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","vnt.","38"
"2005","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","vnt.","38"
"2005","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","tūkst. m²","5.8"
"2005","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","tūkst. m²","5.8"
"2005","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","vnt.","38"
"2005","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","vnt.","38"
"2005","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","vnt.","38"
"2005","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","vnt.","38"
"2005","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","tūkst. m²","5.5"
"2005","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","tūkst. m²","5.5"
"2005","Baigtų statyti būstų skaičius","","Iš viso pastatytų butų","Jonavos r. sav.","vnt.","37"
"2005","Baigtų statyti būstų skaičius","","1 kambario","Jonavos r. sav.","vnt.","1"
"2005","Baigtų statyti būstų skaičius","","2 kambarių","Jonavos r. sav.","vnt.","4"
"2005","Baigtų statyti būstų skaičius","","3 kambarių","Jonavos r. sav.","vnt.","5"
"2005","Baigtų statyti būstų skaičius","","4 kambarių","Jonavos r. sav.","vnt.","9"
"2005","Baigtų statyti būstų skaičius","","5 kambarių","Jonavos r. sav.","vnt.","11"
"2005","Baigtų statyti būstų skaičius","","6 ir daugiau kambarių","Jonavos r. sav.","vnt.","7"
"2004","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","vnt.","39"
"2004","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","vnt.","39"
"2004","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","tūkst. m²","5.4"
"2004","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","tūkst. m²","5.4"
"2004","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","vnt.","39"
"2004","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","vnt.","39"
"2004","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","vnt.","39"
"2004","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","vnt.","39"
"2004","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","tūkst. m²","7.2"
"2004","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","tūkst. m²","7.2"
"2003","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","vnt.","26"
"2003","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","vnt.","26"
"2003","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","tūkst. m²","3.4"
"2003","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","tūkst. m²","3.4"
"2003","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","vnt.","26"
"2003","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","vnt.","26"
"2003","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","vnt.","26"
"2003","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","vnt.","26"
"2003","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","tūkst. m²","4.0"
"2003","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","tūkst. m²","4.0"
"2002","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","vnt.","33"
"2002","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","vnt.","33"
"2002","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","tūkst. m²","4.4"
"2002","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","tūkst. m²","4.4"
"2002","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","vnt.","32"
"2002","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","vnt.",
"2002","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","vnt.","32"
"2002","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","vnt.",
"2002","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","tūkst. m²","2.4"
"2002","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","tūkst. m²","2.4"
"2001","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","vnt.","21"
"2001","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","vnt.","21"
"2001","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","tūkst. m²","3.2"
"2001","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","tūkst. m²","3.2"
"2001","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","vnt.","21"
"2001","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","vnt.",
"2001","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","vnt.","21"
"2001","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","vnt.",
"2001","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","tūkst. m²","4.2"
"2001","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","tūkst. m²","2.8"
"2000","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","vnt.","22"
"2000","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","vnt.","22"
"2000","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","tūkst. m²","4.3"
"2000","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","tūkst. m²","4.3"
"2000","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","vnt.","22"
"2000","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","vnt.",
"2000","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","vnt.","22"
"2000","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","vnt.",
"2000","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","tūkst. m²","4.2"
"2000","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","tūkst. m²","4.0"
"1999","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","vnt.","9"
"1999","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","vnt.","9"
"1999","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","tūkst. m²","1.5"
"1999","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","tūkst. m²","1.5"
"1999","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","vnt.",
"1999","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","vnt.",
"1999","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","vnt.",
"1999","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","vnt.",
"1999","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","tūkst. m²","5.9"
"1999","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","tūkst. m²","5.9"
"1998","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","vnt.","7"
"1998","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","vnt.","7"
"1998","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","tūkst. m²","1.7"
"1998","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","tūkst. m²","1.7"
"1998","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","vnt.",
"1998","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","vnt.",
"1998","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","vnt.",
"1998","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","vnt.",
"1998","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Jonavos r. sav.","tūkst. m²","8.7"
"1998","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Jonavos r. sav.","tūkst. m²","5.3"
"2024","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Kaišiadorių r. sav.","vnt.","79"
"2024","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Kaišiadorių r. sav.","vnt.","79"
"2024","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Kaišiadorių r. sav.","tūkst. m²","10.7"
"2024","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Kaišiadorių r. sav.","tūkst. m²","10.7"
"2024","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Kaišiadorių r. sav.","vnt.","77"
"2024","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Kaišiadorių r. sav.","vnt.","77"
"2024","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Kaišiadorių r. sav.","vnt.","77"
"2024","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Kaišiadorių r. sav.","vnt.","77"
"2024","Pradėtų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Kaišiadorių r. sav.","vnt.","42"
"2024","Pradėtų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Kaišiadorių r. sav.","vnt.","42"
"2024","Pradėtų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Kaišiadorių r. sav.","vnt.","40"
"2024","Pradėtų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Kaišiadorių r. sav.","vnt.","40"
"2024","Pradėtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Kaišiadorių r. sav.","tūkst. m²","5.5"
"2024","Pradėtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Kaišiadorių r. sav.","tūkst. m²","5.5"
